c_number,name,formula,exact_mass,mol_weight,pathway,reaction,enzyme,description
C17610,Chrysanthetriol,C15H26O3,254.1882,254.36,,,,
C17611,Chrysanthemol,C10H18O,154.1358,154.25,,,,
C17612,Indicumenone,C15H24O3,252.1725,252.35,,,,
C17613,Handelin,C32H40O8,552.2723,552.65,,,,
C17614,1-Octen-3-ol-3-o-beta-D-xylopyranosyl(1->6)-beta-D-glucopyranoside,C19H34O10,422.2152,422.47,,,,
C17615,Kukoamine A,C28H42N4O6,530.3104,530.66,,,,
C17616,Kukoamine B,C28H42N4O6,530.3104,530.66,,,,
C17617,Kukoamine C,C28H42N4O6,530.3104,530.66,,,,
C17618,Kukoamine D,C28H42N4O6,530.3104,530.66,,,,
C17619,10-(beta-Dimethylaminopropionyl)phenothiazine,C17H18N2OS,298.1140,298.40,,,,
C17620,Epomediol;,C10H18O3,186.1256,186.25,,,,
C17621,(6E)-8-Hydroxygeraniol;,C10H18O2,170.1307,170.25,map00902  Monoterpenoid biosynthesis,R08499 R08785 R09926 R09928,1.1.1.324       1.14.14.83,
C17622,(6E)-8-Oxogeranial;,C10H14O2,166.0994,166.22,map00902  Monoterpenoid biosynthesis,R02008 R08499 R09927 R09929 R12517 R12518 R12519,1.1.1.324       1.3.1.122       1.3.1.123,
C17623,(-)-Pulegone,C10H16O,152.1201,152.23,,,,
C17624,Cinnamtannin A1;,C45H38O18,866.2058,866.77,,,,
C17625,Cinnamtannin A2,C60H50O24,1154.2692,1155.02,,,,
C17626,Cinnamtannin A3,C75H62O30,1442.3326,1443.27,,,,
C17627,Prenyl diphosphate;,,,,,R03541,3.1.7.1,
C17628,Prenol,,,,,R03541,3.1.7.1,
C17629,Cinnamtannin B2,C60H48O24,1152.2536,1153.00,,,,
C17631,Cinnamtannin B1,C45H36O18,864.1902,864.75,,,,
C17632,Cinnamtannin D1,C45H36O18,864.1902,864.75,,,,
C17633,Cinnamtannin D2,C60H48O24,1152.2536,1153.00,,,,
C17634,Schizonepetoside A,C16H26O7,330.1679,330.37,,,,
C17635,Schizonepetoside B,C16H26O7,330.1679,330.37,,,,
C17636,Schizonepetoside C,C16H26O7,330.1679,330.37,,,,
C17637,Schizonepetoside D,C16H26O7,330.1679,330.37,,,,
C17638,Schizonepetoside E,C16H28O8,348.1784,348.39,,,,
C17639,Procyanidin B2;,C30H26O12,578.1424,578.52,,,,
C17640,Procyanidin B5;,C30H26O12,578.1424,578.52,,,,
C17641,Cinncassiol C3,C20H30O7,382.1992,382.45,,,,
C17642,Cinncassiol C2,C20H28O6,364.1886,364.43,,,,
C17643,Cinncassiol C1,C20H28O7,380.1835,380.43,,,,
C17644,Ursocholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17645,Cinncassiol A,C20H30O7,382.1992,382.45,,,,
C17646,12-Epideoxycholic acid;,C24H40O4,392.2927,392.57,map00121  Secondary bile acid biosynthesis,,,
C17647,alpha-Muricholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17648,Cinncassiol B,C20H32O8,400.2097,400.46,,,,
C17649,Hyocholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17650,Vulpecholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17651,alpha-Phocaecholic acid;,C24H40O6,424.2825,424.57,map00121  Secondary bile acid biosynthesis,,,
C17652,Cinncassiol D1,C20H32O5,352.2250,352.46,,,,
C17653,Cinncassiol D2,C20H32O6,368.2199,368.46,,,,
C17654,beta-Phocaecholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17655,Cinncassiol D3,C20H32O6,368.2199,368.46,,,,
C17656,Cinncassiol D4,C20H32O5,352.2250,352.46,,,,
C17657,Bitocholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17658,Isolithocholate;,C24H40O3,376.2977,376.57,map00121  Secondary bile acid biosynthesis,R11144 R11146,1.1.1.391       1.1.1.393,
C17659,Cinncassiol E,C20H30O8,398.1941,398.45,,,,
C17660,Isochenodeoxycholate;,C24H40O4,392.2927,392.57,map00121  Secondary bile acid biosynthesis,,,
C17661,Isodeoxycholate;,C24H40O4,392.2927,392.57,,,,
C17662,Isoursodeoxycholate;,C24H40O4,392.2927,392.57,map00121  Secondary bile acid biosynthesis,,,
C17663,3-Phenylpropyl acetate;,C11H14O2,178.0994,178.23,,,,
C17664,Allochenodeoxycholate;,C24H40O4,392.2927,392.57,map00121  Secondary bile acid biosynthesis,,,
C17665,2-Phenylpropyl acetate,C11H14O2,178.0994,178.23,,,,
C17666,1-Phenylpropyl acetate,C11H14O2,178.0994,178.23,,,,
C17667,Avicholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17668,Haemulcholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17669,Chryso-obtusin,C19H18O7,358.1053,358.34,,,,
C17670,Aurantio-obtusin,C17H14O7,330.0740,330.29,,,,
C17671,Norrubrofusarin,C14H10O5,258.0528,258.23,,,,
C17672,Torachrysone,C14H14O4,246.0892,246.26,,,,
C17673,Toralactone,C15H12O5,272.0685,272.25,,,,
C17674,Cassiaside B2,C39H52O25,920.2798,920.81,,,,
C17675,Neocarthamin,C21H22O11,450.1162,450.39,,,,
C17676,Cryptomeridiol;,C15H28O2,240.2089,240.38,,,,
C17677,Eudesobovatol B,C33H44O4,504.3240,504.70,,,,
C17678,Magnoloside A,C29H36O15,624.2054,624.59,,,,
C17679,Magnoloside B,C35H46O20,786.2582,786.73,,,,
C17680,Magnoloside C,C41H56O25,948.3111,948.87,,,,
C17682,Neoarctin A,C42H46O12,742.2989,742.80,,,,
C17683,Neoarctin B,C42H46O12,742.2989,742.80,,,,
C17684,Lappaol A,C30H32O9,536.2046,536.57,,,,
C17685,Lappaol B,C31H34O9,550.2203,550.59,,,,
C17686,Lappaol C,C30H34O10,554.2152,554.58,,,,
C17687,Allodeoxycholate;,C24H40O4,392.2927,392.57,map00121  Secondary bile acid biosynthesis,,,
C17688,Aluminum acetoacetate,(C4H5O3)3. Al,330.0531,330.22,,,,
C17689,Ursodeoxycholoyl-CoA;,C45H74N7O19P3S,1141.3973,1142.09,map00121  Secondary bile acid biosynthesis,,,
C17690,4-(4-Hydroxyphenyl)-2-butanol;,C10H14O2,166.0994,166.22,,,,
C17691,2-epi-5-epi-Valiolone;,C7H12O6,192.0634,192.17,map00525  Acarbose and validamycin biosynthesis,R10937 R11079 R11185 R13233,1.3.1.126       2.7.1.188       4.2.3.152       5.1.3.33,
C17692,2-epi-5-epi-Valiolone 7-phosphate,C7H13O9P,272.0297,272.15,map00525  Acarbose and validamycin biosynthesis,R11081 R11185,2.7.1.188       5.1.3.35,
C17693,5-epi-Valiolone 7-phosphate,C7H13O9P,272.0297,272.15,map00525  Acarbose and validamycin biosynthesis,R11081 R11243,1.1.1.-         5.1.3.35,
C17694,5-epi-Valiolone,C7H12O6,192.0634,192.17,map00525  Acarbose and validamycin biosynthesis,R11079 R11233 R11253,4.2.1.-         5.1.3.33,
C17695,2-Keto-5-epi-valiolone,C7H10O6,190.0477,190.15,map00525  Acarbose and validamycin biosynthesis,R11253 R11254,,
C17696,Valienone,C7H10O5,174.0528,174.15,map00525  Acarbose and validamycin biosynthesis,R11233 R11234,2.7.1.214       4.2.1.-,
C17697,Valienone 7-phosphate,C7H11O8P,254.0192,254.13,map00525  Acarbose and validamycin biosynthesis,R11234 R11235 R11236 R11498,2.7.1.214,
C17698,Salbostatin,C13H23NO8,321.1424,321.32,map00525  Acarbose and validamycin biosynthesis,R11251,3.1.3.-,
C17699,Cetoniacytone A,C9H11NO5,213.0637,213.19,map00525  Acarbose and validamycin biosynthesis,R11255,,
C17700,Validoxylamine A,C14H25NO8,335.1580,335.35,map00525  Acarbose and validamycin biosynthesis,R11240 R11241,2.4.1.338       3.1.3.101,
C17701,Gentamicin A2,C17H33N3O11,455.2115,455.46,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",R11289 R11290,1.1.1.-         2.4.2.-,
C17702,Gentamicin X2,C19H38N4O10,482.2588,482.53,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",R11293 R11294 R11295 R13180,2.1.1.390       2.1.1.-,
C17703,Antibiotic G-418;,C20H40N4O10,496.2744,496.55,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",R11294 R11296 R13180,2.1.1.390,
C17704,Antibiotic JI-20A;,C19H39N5O9,481.2748,481.54,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",R11297 R11302,2.6.1.-,
C17705,Antibiotic JI-20B;,C20H41N5O9,495.2904,495.57,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",R11299 R11301 R11304,2.6.1.-,
C17706,Gentamicin C2b;,C20H41N5O7,463.3006,463.57,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",,,
C17707,Lividomycin A,C29H55N5O18,761.3542,761.77,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",,,
C17708,Fortimicin A;,C17H35N5O6,405.2587,405.49,,,,
C17709,Fortimicin B,C15H32N4O5,348.2373,348.44,,,,
C17710,Sannamycin A;,C17H35N5O5,389.2638,389.49,,,,
C17711,Sannamycin B;,C15H32N4O4,332.2424,332.44,,,,
C17712,Paromomycin II;,C23H45N5O14,615.2963,615.63,"map00524  Neomycin, kanamycin and gentamicin biosynthesis",R11285 R11286 R11287,2.6.1.-         5.1.3.-,
C17713,dl-alpha-Tocopheryl sodium phosphate,C29H50NaO5P,532.3294,532.67,,,,
C17714,Heptanoic acid,C7H14O2,130.0994,130.18,,,,
C17715,Undecanoic acid;,C11H22O2,186.1620,186.29,,,,
C17716,Dehydrofalcarinol,C17H22O,242.1671,242.36,,,,
C17717,"5-Phenyl-1,3-pentadiyne",C11H8,140.0626,140.18,,,,
C17718,Sulfamethoxazole sodium,C10H11N3O3S. Na,276.0419,276.27,,,,
C17719,Tenitramine,C10H20N6O12,416.1139,416.30,,,,
C17720,Difenpiramide,C19H16N2O,288.1263,288.34,,,,
C17721,Vinyl ether,C4H6O,70.0419,70.09,,,,
C17722,Narcobarbital,C11H15BrN2O3,302.0266,303.15,,,,
C17723,Metabutethamine,C13H20N2O2,236.1525,236.31,,,,
C17724,Ethadione,C7H11NO3,157.0739,157.17,,,,
C17725,Heptabarbital,C13H18N2O3,250.1317,250.29,,,,
C17726,beta-Muricholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17727,omega-Muricholate;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17728,Idanpramine,C24H29N3O4,423.2158,423.50,,,,
C17729,Nicofetamide;,C20H18N2O,302.1419,302.37,,,,
C17730,Piperidione;,C9H15NO2,169.1103,169.22,,,,
C17731,Sodium folinate,C20H22N7O7. Na,495.1478,495.42,,,,
C17732,Magnesium peroxide,MgO2,55.9749,56.30,,,,
C17733,7-Oxateasterone;,C28H48O5,464.3502,464.68,map00905  Brassinosteroid biosynthesis,R08840 R08842 R10684,1.14.14.180     1.14.-.-,
C17734,Acetoxolone;,C32H48O5,512.3502,512.72,,,,
C17735,7-Oxatyphasterol;,C28H48O5,464.3502,464.68,map00905  Brassinosteroid biosynthesis,R08841 R08842 R10683,1.14.14.180     1.14.-.-,
C17737,Allocholic acid;,C24H40O5,408.2876,408.57,map00121  Secondary bile acid biosynthesis,,,
C17740,p-Coumaroyl-diketide-CoA;,C32H44N7O19P3S,955.1626,955.72,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08805 R08807 R08808,2.3.1.217       2.3.1.218       2.3.1.219,
C17741,Feruloyl-diketide-CoA;,C33H46N7O20P3S,985.1731,985.74,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08806 R08809 R08810,2.3.1.217       2.3.1.218       2.3.1.219,
C17742,Demethoxycurcumin,C20H18O5,338.1154,338.35,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08808 R08809 R08811 R08812,2.3.1.217       2.3.1.219,
C17743,Bisdemethoxycurcumin,C19H16O4,308.1049,308.33,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08807 R08811 R10233,2.3.1.211       2.3.1.219,
C17744,"1-(4-Hydroxyphenyl)-1-decene-3,5-dione",C16H20O3,260.1412,260.33,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08796 R08798 R08801,,
C17745,"1-(3,4-Dihydroxyphenyl)-1-decene-3,5-dione",C16H20O4,276.1362,276.33,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08799 R08801 R08803,2.1.1.-,
C17746,1-Dehydro-[6]-gingerdione,C17H22O4,290.1518,290.35,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08797 R08800 R08803,2.1.1.-,
C17747,5-Hydroxy-1-(4-hydroxyphenyl)-3-decanone,C16H24O3,264.1725,264.36,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08798 R08802,,
C17748,"1-(3,4-Dihydroxyphenyl)-5-hydroxy-3-decanone",C16H24O4,280.1675,280.36,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08799 R08802 R08804,2.1.1.-,
C17749,Curcumin monoglucoside,C27H30O11,530.1788,530.52,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08813 R08814,2.4.1.-,
C17750,Curcumin diglucoside,C33H40O16,692.2316,692.66,"map00945  Stilbenoid, diarylheptanoid and gingerol biosynthesis",R08814,2.4.1.-,
C17751,cyclo-Dopa 5-O-glucoside,C15H19NO9,357.1060,357.31,map00965  Betalain biosynthesis,R08816 R08817 R08820,2.4.1.-,
C17752,cyclo-Dopa-glucuronylglucoside,C21H27NO15,533.1381,533.44,map00965  Betalain biosynthesis,R08817 R08818,2.4.1.-,
C17753,Dopaxanthin quinone,C18H16N2O8,388.0907,388.33,map00965  Betalain biosynthesis,R08826 R08828 R08829,1.10.3.-        1.14.18.-,
C17754,3-Methoxytyramine-betaxanthin,C18H20N2O6,360.1321,360.36,map00965  Betalain biosynthesis,R08831,,
C17755,Dopamine quinone,C8H9NO2,151.0633,151.16,map00965  Betalain biosynthesis,R08832 R08833,1.10.3.-,
C17756,2-Descarboxy-cyclo-dopa;,C8H9NO2,151.0633,151.16,map00965  Betalain biosynthesis,R08833 R08834,,
C17757,2-Descarboxy-betanidin,C17H17N2O6,345.1087,345.33,map00965  Betalain biosynthesis,R08834,,
C17758,"4,5-seco-Dopa",C9H11NO6,229.0586,229.19,map00965  Betalain biosynthesis,R08836 R08837,1.13.11.-,
C17759,1-O-Feruloyl-beta-D-glucose;,C16H20O9,356.1107,356.32,,R08819 R08823 R08839,2.3.1.-         2.4.1.120       2.4.1.126,
C17760,Senegin III,C75H112O35,1572.6984,1573.67,,,,
C17761,Senegin IV,C81H122O39,1718.7563,1719.81,,,,
C17762,Homoplantaginin;,C22H22O11,462.1162,462.40,,,,
C17763,6-Hydroxyluteolin 7-glucoside,C21H20O12,464.0955,464.37,,,,
C17764,Glabric acid,C30H46O5,486.3345,486.68,,,,
C17765,Licoricone,C22H22O6,382.1416,382.41,,,,
C17766,Condurangogenin C,C32H44O7,540.3087,540.69,,,,
C17767,Condurangogenin A;,C32H42O7,538.2931,538.67,,,,
C17768,Condurango glycoside A0,C59H88O22,1148.5767,1149.31,,,,
C17769,Condurango glycoside C,C53H80O17,988.5396,989.19,,,,
C17770,Sarcostin,C21H34O6,382.2355,382.49,,,,
C17771,Lithospermoside;,C14H19NO8,329.1111,329.30,,,,
C17772,Gambiriin A1,C30H28O12,580.1581,580.53,,,,
C17773,Gambiriin A2,C30H28O12,580.1581,580.53,,,,
C17774,Gambiriin A3,C30H28O12,580.1581,580.53,,,,
C17775,Gambiriin B1,C30H26O11,562.1475,562.52,,,,
C17776,Gambiriin B2,C30H26O11,562.1475,562.52,,,,
C17777,Gambiriin B3,C30H26O11,562.1475,562.52,,,,
C17778,Isobarbaloin;,C21H22O9,418.1264,418.39,,,,
C17779,Aloinoside A,C27H32O13,564.1843,564.53,,,,
C17780,Aloinoside B,C27H32O13,564.1843,564.53,,,,
C17781,2''-o-p-Coumaroylaloesin,C28H28O11,540.1632,540.51,,,,
C17782,"3,5-Dimethoxyallylbenzene",C11H14O2,178.0994,178.23,,,,
C17783,Capillanol,C12H14O,174.1045,174.24,,,,
C17784,Pectolinarigenin;,C17H14O6,314.0790,314.29,,,,
C17785,Cirsimaritin;,C17H14O6,314.0790,314.29,,,,
C17786,6-Demethoxycapillarisin,C15H10O6,286.0477,286.24,,,,
C17787,Arcapillin,C18H16O8,360.0845,360.31,,,,
C17788,Eupatolitin,C17H14O8,346.0689,346.29,,,,
C17789,Capillartemisin A,C19H24O4,316.1675,316.39,,,,
C17790,Dehydrocorydaline,C22H24NO4,366.1705,366.43,,,,
C17791,Cycloaraloside C,C41H68O14,784.4609,784.97,,,,
C17792,Cycloaraloside F,C47H78O19,946.5137,947.11,,,,
C17793,Isoastragaloside I,C45H72O16,868.4820,869.04,,,,
C17794,Isoastragaloside II,C43H70O15,826.4715,827.01,,,,
C17795,Capillartemisin B,C19H24O4,316.1675,316.39,,,,
C17796,Norcapillene,C11H8,140.0626,140.18,,,,
C17797,Astragaloside I,C45H72O16,868.4820,869.04,,,,
C17798,Astragaloside II,C43H70O15,826.4715,827.01,,,,
C17799,Astragaloside IV,C41H68O14,784.4609,784.97,,,,
C17800,Astragaloside V,C47H78O19,946.5137,947.11,,,,
C17801,Astragaloside VI,C47H78O19,946.5137,947.11,,,,
C17802,Astragaloside VII,C47H78O19,946.5137,947.11,,,,
C17803,Dimethyl suberate;,C10H18O4,202.1205,202.25,,,,
C17804,Clematichinenoside A,C52H84O20,1028.5556,1029.21,,,,
C17805,Clematichinenoside B,C70H114O35,1514.7141,1515.63,,,,
C17806,Clematichinenoside C,C70H114O34,1498.7192,1499.63,,,,
C17807,Huzhongoside B,C64H104O29,1336.6663,1337.49,,,,
C17808,Clemaphenol A,C20H22O6,358.1416,358.38,,,,
C17809,Polygonimitin B,C21H22O9,418.1264,418.39,,,,
C17810,Citreorosein;,C15H10O6,286.0477,286.24,,,,
C17811,Questinol;,C16H12O6,300.0634,300.26,,,,
C17812,Lappaol D,C31H36O10,568.2308,568.61,,,,
C17813,Activin A,,,,,,,
C17814,Gomisin B;,C28H34O9,514.2203,514.56,,,,
C17815,Civetol,C17H32O,252.2453,252.43,,,,
C17816,Gomisin D,C28H34O10,530.2152,530.56,,,,
C17817,Gomisin E,C28H34O9,514.2203,514.56,,,,
C17818,Gomisin F,C28H34O9,514.2203,514.56,,,,
C17819,Gomisin G,C30H32O9,536.2046,536.57,,,,
C17820,Gomisin H,C23H30O7,418.1992,418.48,,,,
C17821,"2,4,5-Trimethoxy-1-allylbenzene;",C12H16O3,208.1099,208.25,,,,
C17822,"3,4,5-Trimethoxytoluene",C10H14O3,182.0943,182.22,,,,
C17823,"2,4,5-Trimethoxytoluene",C10H14O3,182.0943,182.22,,,,
C17824,(+/-)-Asarinol A,C10H14O2,166.0994,166.22,,,,
C17825,(+/-)-Asarinol B,C10H14O3,182.0943,182.22,,,,
C17826,Hexahydrocurcumin,C21H26O6,374.1729,374.43,,,,
C17827,Hydroxy-gamma-sanshool,C18H27NO2,289.2042,289.41,,,,
C17828,Protojujuboside A,C64H106O32,1386.6667,1387.50,,,,
C17829,Protojujuboside B,C58H96O27,1224.6139,1225.36,,,,
C17830,Protojujuboside B1,C58H96O27,1224.6139,1225.36,,,,
C17831,Jujuboside A,C58H94O26,1206.6033,1207.35,,,,
C17832,Jujuboside B,C52H84O21,1044.5505,1045.21,,,,
C17833,Jujuboside C,C59H96O27,1236.6139,1237.37,,,,
C17834,Spinosin,C28H32O15,608.1741,608.54,,,,
C17835,Swertisin,C22H22O10,446.1213,446.40,,,,
C17836,6''-Feruloylspinosin,C38H40O18,784.2215,784.71,,,,
C17837,Isospinosin,C28H32O15,608.1741,608.54,,,,
C17838,Visamminol,C15H16O5,276.0998,276.28,,,,
C17839,Terrestriamide,C18H17NO5,327.1107,327.33,,,,
C17840,Dehydrozingerone,C11H12O3,192.0786,192.21,,,,
C17841,Dahurinol,C30H48O5,488.3502,488.70,,,,
C17842,Acerinol,C30H46O5,486.3345,486.68,,,,
C17843,Norvisnagin,C12H8O4,216.0423,216.19,,,,
C17844,(+)-Demethoxyaschantin,C21H22O6,370.1416,370.39,,,,
C17845,(+)-Aschantin,C22H24O7,400.1522,400.42,,,,
C17846,alpha-Asaron,C12H16O3,208.1099,208.25,,,,
C17847,Magnosalin,C24H32O6,416.2199,416.51,,,,
C17848,Biondinin A,C21H26O6,374.1729,374.43,,,,
C17849,Biondinin B,C22H28O7,404.1835,404.45,,,,
C17850,Biondinin C,C19H24O3,300.1725,300.39,,,,
C17851,Biondinin D,C19H24O3,300.1725,300.39,,,,
C17852,Biondinin E,C23H30O7,418.1992,418.48,,,,
C17853,Senkyunolide,C12H16O2,192.1150,192.25,,,,
C17854,Butylphthalide,C12H14O2,190.0994,190.24,,,,
C17855,Coniferyl ferulate,C20H20O6,356.1260,356.37,,,,
C17856,Atractylodinol,C13H10O2,198.0681,198.22,,,,
C17857,Acetylatractylodinol,C15H12O3,240.0786,240.25,,,,
C17858,Atractyloside A,C21H36O10,448.2308,448.50,,,,
C17859,Atractyloside B,C21H38O10,450.2465,450.52,,,,
C17860,Atractyloside C,C21H36O7,400.2461,400.51,,,,
C17861,Atractyloside D,C27H46O12,562.2989,562.65,,,,
C17862,Atractyloside E,C32H54O16,694.3412,694.76,,,,
C17863,Atractyloside F,C37H62O20,826.3834,826.87,,,,
C17864,Atractyloside G,C21H36O8,416.2410,416.50,,,,
C17865,Atractyloside H,C32H54O17,710.3361,710.76,,,,
C17866,Atractyloside I,C27H44O13,576.2782,576.63,,,,
C17867,Cyclomorusin,C25H22O6,418.1416,418.44,,,,
C17868,Morusinol;,C25H26O7,438.1679,438.47,,,,
C17869,Sanggenon A,C25H24O7,436.1522,436.45,,,,
C17870,Sanggenon B,C33H30O9,570.1890,570.58,,,,
C17871,Sanggenon E,C45H44O12,776.2833,776.82,,,,
C17872,Corynantheine,C22H26N2O3,366.1943,366.45,,,,
C17873,2-Hydroxytetracosanoic acid,C24H48O3,384.3603,384.64,,,,
C17874,Uncaric acid A,C20H22N2O4,354.1580,354.40,,,,
C17875,Sedanonic acid lactone,C12H16O2,192.1150,192.25,,,,
C17877,Dioxation,C12H26O6P2S4,456.0087,456.55,,,,
C17878,Eucommiol,C9H16O4,188.1049,188.22,,,,
C17879,Nigakinone,C15H10N2O3,266.0691,266.25,,,,
C17880,Cryptocyanin;,C25H25N2. I,480.1062,480.38,,,,
C17881,Zhebeinine,C27H45NO3,431.3399,431.65,,,,
C17882,Peiminoside,C33H55NO8,593.3928,593.79,,,,
C17883,4-Vinylguaiacol;,C9H10O2,150.0681,150.17,,R11071 R13379,1.13.11.94      4.1.1.102,
C17884,3beta-Hydroxyatractylon,C15H20O2,232.1463,232.32,,,,
C17885,Atractylenolide I,C15H18O2,230.1307,230.30,,,,
C17886,Atractylenolide II,C15H20O2,232.1463,232.32,,,,
C17887,Atractylenolide III,C15H20O3,248.1412,248.32,,,,
C17888,Eriojaposide A,C24H38O11,502.2414,502.55,,,,
C17889,Eriojaposide B,C25H40O11,516.2571,516.58,,,,
C17890,Euscaphic acid,C30H48O5,488.3502,488.70,,,,
C17891,Cryptogenin;,C27H42O4,430.3083,430.62,,,,
C17892,Arecatannin B1,C45H38O18,866.2058,866.77,,,,
C17893,Arecatannin A2,C60H50O24,1154.2692,1155.02,,,,
C17894,Arecatannin A1,C45H38O18,866.2058,866.77,,,,
C17895,Arecatannin A3,C75H62O30,1442.3326,1443.27,,,,
C17896,Arecatannin B2,C75H62O30,1442.3326,1443.27,,,,
C17897,Arecatannin C1,C45H38O18,866.2058,866.77,,,,
C17898,Sinactine,C20H21NO4,339.1471,339.38,,,,
C17899,Isosinomenine,C19H23NO4,329.1627,329.39,,,,
C17900,Menisdaurilide,C8H8O3,152.0473,152.15,,,,
C17901,Simiarenol,C30H50O,426.3862,426.72,,,,
C17902,Ephedroxane,C11H13NO2,191.0946,191.23,,,,
C17903,(+)-N-Methylpseudoephedrine,C11H17NO,179.1310,179.26,,,,
C17904,alpha-Allokainic acid,C10H15NO4,213.1001,213.23,,,,
C17905,Cannabisin A,C34H30N2O8,594.2002,594.61,,,,
C17906,Cannabisin B,C34H32N2O8,596.2159,596.62,,,,
C17907,Cannabisin C,C35H34N2O8,610.2315,610.65,,,,
C17908,Cannabisin D,C36H36N2O8,624.2472,624.68,,,,
C17909,Cannabisin E,C36H38N2O9,642.2577,642.69,,,,
C17910,Cannabisin F,C36H36N2O8,624.2472,624.68,,,,
C17911,Cannabisin G,C36H36N2O8,624.2472,624.68,,,,
C17912,Isozaluzanin C,C15H18O3,246.1256,246.30,,,,
C17913,Isodehydrocostus lactone,C15H18O2,230.1307,230.30,,,,
C17914,Nootkatone,C15H22O,218.1671,218.33,,,,
C17915,Nootkatol,C15H24O,220.1827,220.35,,,,
C17916,Coixinden A,C11H10O3,190.0630,190.19,,,,
C17917,Coixinden B,C13H14O4,234.0892,234.25,,,,
C17918,Scabraside,C40H44O20,844.2426,844.76,,,,
C17919,Rindoside,C35H42O21,798.2219,798.69,,,,
C17920,Dihydroabietic acid,C20H32O2,304.2402,304.47,,,,
C17921,Scopoloside I,C45H72O20,932.4617,933.04,,,,
C17922,Scopoloside II,C39H62O15,770.4089,770.90,,,,
C17925,Nordephrine;,C9H13NO3,183.0895,183.20,,,,
C17926,2-Pyridinemethanamine,C6H8N2,108.0687,108.14,,,,
C17927,Thiazolylethylamine;,C5H8N2S,128.0408,128.20,,,,
C17928,2-Methylhistamine,C6H11N3,125.0953,125.17,,,,
C17929,4-Methylhistamine,C6H11N3,125.0953,125.17,map07227  Histamine H2/H3 receptor agonists/antagonists,,,
C17930,Dimaprit,C6H15N3S,161.0987,161.27,map07227  Histamine H2/H3 receptor agonists/antagonists,,,
C17931,Imetit,C6H10N4S,170.0626,170.24,map07227  Histamine H2/H3 receptor agonists/antagonists,,,
C17932,Immepip,C9H15N3,165.1266,165.24,map07227  Histamine H2/H3 receptor agonists/antagonists,,,
C17933,Thioperamide,C15H24N4S,292.1722,292.45,map07227  Histamine H2/H3 receptor agonists/antagonists,,,
C17934,Clobenpropit,C14H17ClN4S,308.0862,308.83,map07227  Histamine H2/H3 receptor agonists/antagonists,,,
C17935,Cysteinyldopa;,C12H16N2O6S,316.0729,316.33,map00350  Tyrosine metabolism,R08848 R08849,,
C17936,Phaeomelanin,,,,map00350  Tyrosine metabolism,R08849,,
C17937,Eumelanin,C16H8N2O4R2,,,map00350  Tyrosine metabolism,R04886 R06612,,
C17938,"5,6-Indolequinone-2-carboxylic acid",C9H5NO4,191.0219,191.14,map00350  Tyrosine metabolism,R06612 R08965,1.14.18.-,
C17939,10-Hydroxycamptothecin,C20H16N2O5,364.1059,364.35,,,,
C17940,Rhizocticin B,C16H31N6O7P,450.1992,450.43,map00440  Phosphonate and phosphinate metabolism,R08883,,
C17941,2-Oxo-4-phosphonobutanoate;,C4H7O6P,181.9980,182.07,map00440  Phosphonate and phosphinate metabolism,R08881 R08882,,
C17942,FR 900098;,C5H12NO5P,197.0453,197.13,map00440  Phosphonate and phosphinate metabolism,R08882,,
C17943,Formylphosphonate;,CH3O4P,109.9769,110.01,map00440  Phosphonate and phosphinate metabolism,R08865 R08866,,
C17944,Rhizocticin A,C11H22N5O6P,351.1308,351.30,map00440  Phosphonate and phosphinate metabolism,R08884,,
